sample_accession	hq_filter	sylph_species	country	collection_date
SAMEA678416	PASS	Neisseria meningitidis		
SAMN17286438	PASS	Neisseria meningitidis	USA: Georgia	2006
SAMN29407329	PASS	Neisseria meningitidis	USA	2008
SAMEA4948527	PASS	Neisseria meningitidis		
SAMEA5748553	PASS	Neisseria meningitidis		
SAMEA7838841	PASS	Neisseria meningitidis		
SAMEA2629113	PASS	Neisseria meningitidis		
SAMEA2673935	PASS	Neisseria meningitidis		
SAMEA4361410	PASS	Neisseria meningitidis		
SAMEA4948302	PASS	Neisseria meningitidis		
SAMEA7741129	PASS	Neisseria meningitidis		
SAMEA7838526	PASS	Neisseria meningitidis		
SAMEA103982895	PASS	Neisseria meningitidis		
SAMEA1904504	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA5757424	PASS	Neisseria meningitidis		
SAMN35340354	PASS	Neisseria meningitidis	New Zealand	2022
SAMEA3503368	PASS	Neisseria meningitidis		
SAMEA3880416	PASS	Neisseria meningitidis		
SAMEA4948383	PASS	Neisseria meningitidis		
SAMEA7838775	PASS	Neisseria meningitidis		
SAMN44030955	PASS	Neisseria meningitidis	New Zealand	2006
SAMEA110070760	PASS	Neisseria meningitidis		
SAMEA29863168	PASS	Neisseria meningitidis		
SAMEA7838903	PASS	Neisseria meningitidis		
SAMN47117349	SYLPH_RESULTS_FAIL	unknown	New Zealand	2024
SAMEA104105503	PASS	Neisseria meningitidis		
SAMN26138051	PASS	Neisseria meningitidis	Taiwan	2017-08-14
SAMD00286488	PASS	Neisseria meningitidis	Japan:Kagoshima	2017-09-21
SAMEA114226812	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA2047473	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2074526	PASS	Neisseria meningitidis		
SAMEA7741059	PASS	Neisseria meningitidis		
SAMEA7838997	PASS	Neisseria meningitidis		
SAMN38502753	PASS	Neisseria meningitidis	Australia: Sydney	2021
SAMEA2674405	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3689846	PASS	Neisseria meningitidis		
SAMEA4948650	PASS	Neisseria meningitidis		
SAMEA8114252	PASS	Neisseria meningitidis		
SAMEA2674500	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3503996	PASS	Neisseria meningitidis		
SAMEA4948497	PASS	Neisseria meningitidis		
SAMEA6227017	PASS	Neisseria meningitidis		
SAMEA6227124	PASS	Neisseria meningitidis		
SAMEA114393242	PASS	Neisseria meningitidis	Portugal	2014
SAMEA8114218	PASS	Neisseria meningitidis		
SAMN29756920	PASS	Neisseria meningitidis	USA	2015
SAMN44030944	PASS	Neisseria meningitidis	New Zealand	2004
SAMEA4948818	PASS	Neisseria meningitidis		
SAMEA4948839	PASS	Neisseria meningitidis		
SAMEA4948849	PASS	Neisseria meningitidis		
SAMEA5661230	PASS	Neisseria meningitidis		
SAMEA7838477	PASS	Neisseria meningitidis		
SAMEA7838989	PASS	Neisseria meningitidis		
SAMN17286661	PASS	Neisseria meningitidis	USA: Maryland	2006
SAMEA115428125	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA13187549	PASS	Neisseria meningitidis		
SAMEA1904413	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA4947980	PASS	Neisseria meningitidis		
SAMEA5747868	PASS	Neisseria meningitidis		
SAMEA6227724	PASS	Neisseria meningitidis		
SAMN09011343	PASS	Neisseria meningitidis	USA	2014
SAMN47447629	CHECKM2_MAX_CONTAM,MAX_CONTIG_NUM,SYLPH_RESULTS_FAIL	unknown	Australia	2021
SAMEA112236977	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA116306049	PASS	Neisseria meningitidis	Norway	2024
SAMEA3506882	PASS	Neisseria meningitidis		
SAMEA4719383	PASS	Neisseria meningitidis		
SAMEA5757509	PASS	Neisseria meningitidis		
SAMEA6227544	PASS	Neisseria meningitidis		
SAMEA112236981	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA1523187	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2674210	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4442136	PASS	Neisseria meningitidis		
SAMEA4948362	PASS	Neisseria meningitidis		
SAMEA7838860	PASS	Neisseria meningitidis		
SAMEA8114081	PASS	Neisseria meningitidis		
SAMEA8114374	PASS	Neisseria meningitidis		
SAMEA111347540	PASS	Neisseria meningitidis	Norway	2000-01-22
SAMEA115460484	PASS	Neisseria meningitidis	Norway	2024
SAMEA2298981	PASS	Neisseria meningitidis		
SAMEA3432128	PASS	Neisseria meningitidis		
SAMEA7838478	PASS	Neisseria meningitidis		
SAMEA7838757	PASS	Neisseria meningitidis		
SAMN08199195	PASS	Neisseria meningitidis	USA	2013
SAMEA2673966	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948708	PASS	Neisseria meningitidis		
SAMEA4948837	PASS	Neisseria meningitidis		
SAMEA104105480	PASS	Neisseria meningitidis		
SAMEA1522915	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2629106	PASS	Neisseria meningitidis		
SAMEA7838663	PASS	Neisseria meningitidis		
SAMEA7838692	PASS	Neisseria meningitidis		
SAMEA111379392	PASS	Neisseria meningitidis		
SAMEA3503436	PASS	Neisseria meningitidis		
SAMEA6227706	PASS	Neisseria meningitidis		
SAMEA6538777	PASS	Neisseria meningitidis		
SAMEA7838747	PASS	Neisseria meningitidis		
SAMN09011506	PASS	Neisseria meningitidis	USA	2011
SAMN13450898	PASS	Neisseria meningitidis	New Zealand	2016
SAMEA6226971	PASS	Neisseria meningitidis		
SAMEA8114204	PASS	Neisseria meningitidis		
SAMEA8114343	PASS	Neisseria meningitidis		
SAMN13450908	PASS	Neisseria meningitidis	New Zealand	2017
SAMEA1523013	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA1523100	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA3503839	PASS	Neisseria meningitidis		
SAMEA3661933	PASS	Neisseria meningitidis		
SAMEA4948309	PASS	Neisseria meningitidis		
SAMEA4948703	PASS	Neisseria meningitidis		
SAMEA8114291	PASS	Neisseria meningitidis		
SAMN44750966	PASS	Neisseria meningitidis	USA: California	2024-02-26
SAMEA2074523	PASS	Neisseria meningitidis		
SAMEA2271309	PASS	Neisseria meningitidis		
SAMEA29766418	PASS	Neisseria meningitidis		
SAMEA3504033	PASS	Neisseria meningitidis		
SAMEA7838427	PASS	Neisseria meningitidis		
SAMEA5757456	PASS	Neisseria meningitidis		
SAMEA6227299	PASS	Neisseria meningitidis		
SAMN08199196	PASS	Neisseria meningitidis	USA	2013
SAMN29406952	PASS	Neisseria meningitidis	USA	2000
SAMEA1523178	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA1904543	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA2047760	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2674072	PASS	Neisseria meningitidis		
SAMEA678300	PASS	Neisseria meningitidis		
SAMEA7741016	PASS	Neisseria meningitidis		
SAMEA7838619	PASS	Neisseria meningitidis		
SAMN14501019	PASS	Neisseria meningitidis	USA	2015
SAMEA7838674	PASS	Neisseria meningitidis		
SAMEA8114214	PASS	Neisseria meningitidis		
SAMEA104416678	PASS	Neisseria meningitidis		
SAMEA2673879	PASS	Neisseria meningitidis		
SAMEA4948862	PASS	Neisseria meningitidis		
SAMEA7838629	PASS	Neisseria meningitidis		
SAMEA8114065	PASS	Neisseria meningitidis		
SAMN13450750	PASS	Neisseria meningitidis	New Zealand	2013
SAMN13450925	PASS	Neisseria meningitidis	New Zealand	2017
SAMN35340361	SYLPH_RESULTS_FAIL	unknown	New Zealand	2022
SAMEA115807325	PASS	Neisseria meningitidis	Ireland	2023
SAMEA2048036	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA2820762	PASS	Neisseria meningitidis		
SAMEA4719277	PASS	Neisseria meningitidis		
SAMEA7838867	PASS	Neisseria meningitidis		
SAMEA8114230	PASS	Neisseria meningitidis		
SAMN14500661	PASS	Neisseria meningitidis	USA	2015
SAMN42001042	SYLPH_RESULTS_FAIL	unknown	Belgium	2021-03-04
SAMEA7741022	PASS	Neisseria meningitidis		
SAMEA1523222	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2674486	PASS	Neisseria meningitidis		
SAMEA4948144	PASS	Neisseria meningitidis		
SAMEA8114426	PASS	Neisseria meningitidis		
SAMN44030948	PASS	Neisseria meningitidis	New Zealand	2005
SAMEA2674438	PASS	Neisseria meningitidis		
SAMEA8114317	CHECKM2_MAX_CONTAM,SYLPH_RESULTS_FAIL	unknown		
SAMN13451007	PASS	Neisseria meningitidis	New Zealand	2018
SAMEA7838533	PASS	Neisseria meningitidis		
SAMN17286411	PASS	Neisseria meningitidis	USA: Georgia	2007
SAMEA115029748	PASS	Neisseria meningitidis	Ireland	2023
SAMEA1904557	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA4361404	PASS	Neisseria meningitidis		
SAMEA4948153	PASS	Neisseria meningitidis		
SAMEA4948482	PASS	Neisseria meningitidis		
SAMEA4948869	PASS	Neisseria meningitidis		
SAMEA8114385	PASS	Neisseria meningitidis		
SAMEA1402003	PASS	Neisseria meningitidis		
SAMEA4948002	PASS	Neisseria meningitidis		
SAMN42000739	PASS	Neisseria meningitidis	Belgium	2017-06-06
SAMEA110070733	PASS	Neisseria meningitidis		
SAMEA4947943	PASS	Neisseria meningitidis		
SAMEA4948368	PASS	Neisseria meningitidis		
SAMEA6226942	PASS	Neisseria meningitidis		
SAMEA6227493	PASS	Neisseria meningitidis		
SAMEA7838286	PASS	Neisseria meningitidis		
SAMEA1011398	PASS	Neisseria meningitidis		
SAMEA113563127	PASS	Neisseria meningitidis		
SAMEA13187576	PASS	Neisseria meningitidis		
SAMEA6574458	PASS	Neisseria meningitidis		
SAMEA7741140	PASS	Neisseria meningitidis		
SAMN44031004	PASS	Neisseria meningitidis	New Zealand	2008
SAMEA1523092	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA5757469	PASS	Neisseria meningitidis		
SAMEA110070771	PASS	Neisseria meningitidis		
SAMEA3673211	PASS	Neisseria meningitidis		
SAMEA7838835	PASS	Neisseria meningitidis		
SAMN29756959	PASS	Neisseria meningitidis	USA	2015
SAMN38018655	PASS	Neisseria meningitidis	USA: NY	2023
SAMEA104283832	PASS	Neisseria meningitidis		
SAMEA29899168	PASS	Neisseria meningitidis		
SAMEA3879247	PASS	Neisseria meningitidis		
SAMEA111347796	SYLPH_RESULTS_FAIL	unknown	Norway	2007-02-19
SAMEA3503394	PASS	Neisseria meningitidis		
SAMEA4948298	PASS	Neisseria meningitidis		
SAMEA111425923	PASS	Neisseria meningitidis		
SAMEA3947136	PASS	Neisseria meningitidis		
SAMEA7838809	PASS	Neisseria meningitidis		
SAMN14469530	PASS	Neisseria meningitidis	USA	2016
SAMN26138013	PASS	Neisseria meningitidis	Taiwan	2004-11-12
SAMN29407165	PASS	Neisseria meningitidis	USA	2004
SAMEA112647496	PASS	Neisseria meningitidis		
SAMEA4948665	PASS	Neisseria meningitidis		
SAMEA4948870	PASS	Neisseria meningitidis		
SAMN35339313	PASS	Neisseria meningitidis	New Zealand	1993
SAMEA4948615	PASS	Neisseria meningitidis		
SAMEA8114251	PASS	Neisseria meningitidis		
SAMEA8114415	PASS	Neisseria meningitidis		
SAMEA114226819	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA1706803	PASS	Neisseria meningitidis		
SAMEA2271593	PASS	Neisseria meningitidis		
SAMEA4948213	PASS	Neisseria meningitidis		
SAMEA7838791	PASS	Neisseria meningitidis		
SAMEA7838980	PASS	Neisseria meningitidis		
SAMEA104354116	PASS	Neisseria meningitidis	New Zealand	1997
SAMEA2674031	PASS	Neisseria meningitidis		
SAMEA3432023	PASS	Neisseria meningitidis		
SAMEA3503583	PASS	Neisseria meningitidis		
SAMEA4948212	PASS	Neisseria meningitidis		
SAMEA7838593	PASS	Neisseria meningitidis		
SAMEA7838858	PASS	Neisseria meningitidis		
SAMN44030996	PASS	Neisseria meningitidis	New Zealand	2010
SAMD00286468	PASS	Neisseria meningitidis	Japan:Saga	2017-06-30
SAMEA4719170	PASS	Neisseria meningitidis		
SAMEA7741049	PASS	Neisseria meningitidis		
SAMN32815834	PASS	Neisseria meningitidis	USA	2018
SAMN44030957	PASS	Neisseria meningitidis	New Zealand	2006
SAMEA103982810	PASS	Neisseria meningitidis		
SAMEA3109236	PASS	Neisseria meningitidis		
SAMEA3503600	PASS	Neisseria meningitidis		
SAMEA4948059	PASS	Neisseria meningitidis		
SAMEA7838422	PASS	Neisseria meningitidis		
SAMEA8114071	PASS	Neisseria meningitidis		
SAMN14501209	PASS	Neisseria meningitidis	USA	2015
SAMEA1967944	PASS	Neisseria meningitidis		
SAMEA2271489	PASS	Neisseria meningitidis		
SAMEA2674537	PASS	Neisseria meningitidis		
SAMEA4948553	PASS	Neisseria meningitidis		
SAMEA6227395	CHECKM2_MAX_CONTAM	Neisseria meningitidis		
SAMN09011545	PASS	Neisseria meningitidis	USA	2011
SAMN35339288	PASS	Neisseria meningitidis	New Zealand	1992
SAMEA1523210	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA3503493	PASS	Neisseria meningitidis		
SAMEA3503761	SYLPH_RESULTS_FAIL	unknown		
SAMEA3506952	PASS	Neisseria meningitidis		
SAMEA6226956	PASS	Neisseria meningitidis		
SAMN32815628	PASS	Neisseria meningitidis	USA	2017
SAMN44030914	PASS	Neisseria meningitidis	New Zealand	2000
SAMEA5757478	PASS	Neisseria meningitidis		
SAMEA104354120	PASS	Neisseria meningitidis	New Zealand	1997
SAMEA4948143	PASS	Neisseria meningitidis		
SAMEA8114297	PASS	Neisseria meningitidis		
SAMEA104105469	PASS	Neisseria meningitidis		
SAMEA1523235	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA4947935	PASS	Neisseria meningitidis		
SAMEA7741003	PASS	Neisseria meningitidis		
SAMEA2271726	PASS	Neisseria meningitidis		
SAMEA4361280	CHECKM2_MAX_CONTAM,SYLPH_RESULTS_FAIL	unknown		
SAMEA4948155	PASS	Neisseria meningitidis		
SAMEA5661236	PASS	Neisseria meningitidis		
SAMEA7838834	PASS	Neisseria meningitidis		
SAMEA7838848	PASS	Neisseria meningitidis		
SAMN29407347	PASS	Neisseria meningitidis	USA	2008
SAMN40377538	PASS	Neisseria meningitidis	USA	2024
SAMEA115807314	PASS	Neisseria meningitidis	Ireland	2023
SAMEA4948568	PASS	Neisseria meningitidis		
SAMN17286647	PASS	Neisseria meningitidis	USA: Maryland	2007
SAMEA2271375	PASS	Neisseria meningitidis		
SAMEA2673835	PASS	Neisseria meningitidis		
SAMEA6102794	PASS	Neisseria meningitidis		
SAMEA111347573	PASS	Neisseria meningitidis	Norway	2000-09-09
SAMEA4948459	PASS	Neisseria meningitidis		
SAMEA7741006	PASS	Neisseria meningitidis		
SAMEA7838284	PASS	Neisseria meningitidis		
SAMEA7838745	PASS	Neisseria meningitidis		
SAMEA111347828	PASS	Neisseria meningitidis	Norway	2009-06-04
SAMEA2820742	PASS	Neisseria meningitidis		
SAMEA3507011	PASS	Neisseria meningitidis		
SAMEA8114345	PASS	Neisseria meningitidis		
SAMEA110070761	PASS	Neisseria meningitidis		
SAMEA112647508	PASS	Neisseria meningitidis		
SAMEA2674502	PASS	Neisseria meningitidis		
SAMEA4719228	PASS	Neisseria meningitidis		
SAMEA4948757	PASS	Neisseria meningitidis		
SAMN10276015	PASS	Neisseria meningitidis	Not applicable	2014
SAMEA111347783	PASS	Neisseria meningitidis	Norway	2007-07-06
SAMEA2674229	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4951047	PASS	Neisseria meningitidis		
SAMN26138003	PASS	Neisseria meningitidis	Taiwan	2006-06-26
SAMN29757042	PASS	Neisseria meningitidis	USA	2016
SAMN43431334	PASS	Neisseria meningitidis	USA: NY, New York City	2023
SAMN44723432	PASS	Neisseria meningitidis	USA: NY	2024
SAMEA2673793	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA7838964	PASS	Neisseria meningitidis		
SAMEA7838985	PASS	Neisseria meningitidis		
SAMEA104105558	PASS	Neisseria meningitidis		
SAMEA110070717	PASS	Neisseria meningitidis		
SAMEA4719536	PASS	Neisseria meningitidis		
SAMEA4948371	PASS	Neisseria meningitidis		
SAMN09011381	PASS	Neisseria meningitidis	USA	2013
SAMEA1677351	SYLPH_RESULTS_FAIL	unknown		
SAMEA2629222	PASS	Neisseria meningitidis		
SAMEA3506891	PASS	Neisseria meningitidis		
SAMEA4948581	PASS	Neisseria meningitidis		
SAMEA5749289	PASS	Neisseria meningitidis		
SAMEA6538782	PASS	Neisseria meningitidis		
SAMEA1677342	PASS	Neisseria meningitidis		
SAMEA4413082	PASS	Neisseria meningitidis		
SAMEA5749122	PASS	Neisseria meningitidis		
SAMEA7838865	PASS	Neisseria meningitidis		
SAMEA111347811	PASS	Neisseria meningitidis	Norway	2008-09-29
SAMEA2674429	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948468	PASS	Neisseria meningitidis		
SAMEA2074090	PASS	Neisseria meningitidis		
SAMEA3481510	CHECKM2_MAX_CONTAM,SYLPH_RESULTS_FAIL	unknown		
SAMEA5539689	PASS	Neisseria meningitidis		
SAMEA7838652	PASS	Neisseria meningitidis		
SAMEA7839023	PASS	Neisseria meningitidis		
SAMN13451051	PASS	Neisseria meningitidis	New Zealand	2018
SAMN42000654	PASS	Neisseria meningitidis	Belgium	2016-06-13
SAMEA115649406	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA1904481	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA3927220	PASS	Neisseria meningitidis		
SAMEA7838317	PASS	Neisseria meningitidis		
SAMEA8114283	PASS	Neisseria meningitidis		
SAMN29406924	PASS	Neisseria meningitidis	USA	2000
SAMN40453224	PASS	Neisseria meningitidis	USA: Florida	2023-06-24
SAMEA1523218	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2271466	PASS	Neisseria meningitidis		
SAMEA3432218	PASS	Neisseria meningitidis		
SAMEA4948073	PASS	Neisseria meningitidis		
SAMEA1402105	PASS	Neisseria meningitidis		
SAMEA2820765	PASS	Neisseria meningitidis		
SAMN13450922	PASS	Neisseria meningitidis	New Zealand	2017
SAMEA2820781	PASS	Neisseria meningitidis		
SAMEA4947984	PASS	Neisseria meningitidis		
SAMEA7838999	PASS	Neisseria meningitidis		
SAMN44750955	PASS	Neisseria meningitidis	USA: California	2023-05-24
SAMEA111347979	PASS	Neisseria meningitidis	Norway	2000-01-22
SAMEA1522873	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2673952	PASS	Neisseria meningitidis		
SAMEA3507178	PASS	Neisseria meningitidis		
SAMEA4948583	PASS	Neisseria meningitidis		
SAMEA8497755	PASS	Neisseria meningitidis		
SAMN08874863	PASS	Neisseria meningitidis	China	1979
SAMEA4493253	PASS	Neisseria meningitidis		
SAMEA4948203	PASS	Neisseria meningitidis		
SAMEA4948845	PASS	Neisseria meningitidis		
SAMEA110070773	PASS	Neisseria meningitidis		
SAMEA4948512	PASS	Neisseria meningitidis		
SAMEA7838770	PASS	Neisseria meningitidis		
SAMN14469771	PASS	Neisseria meningitidis	USA	2015
SAMN29756953	PASS	Neisseria meningitidis	USA	2015
SAMEA115649420	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA4948134	PASS	Neisseria meningitidis		
SAMEA6227699	PASS	Neisseria meningitidis		
SAMN08874845	PASS	Neisseria meningitidis	Norway	1988
SAMEA2271437	PASS	Neisseria meningitidis		
SAMEA2820868	PASS	Neisseria meningitidis		
SAMEA8114211	PASS	Neisseria meningitidis		
SAMEA8497685	PASS	Neisseria meningitidis		
SAMEA8114323	PASS	Neisseria meningitidis		
SAMEA1402157	PASS	Neisseria meningitidis		
SAMEA1522973	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA3673212	PASS	Neisseria meningitidis		
SAMEA115649393	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA1530206	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA8114194	PASS	Neisseria meningitidis		
SAMEA2673882	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA2674436	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA5757513	PASS	Neisseria meningitidis		
SAMEA7838396	PASS	Neisseria meningitidis		
SAMN29757039	PASS	Neisseria meningitidis	USA	2016
SAMN35340359	SYLPH_RESULTS_FAIL	unknown	New Zealand	2022
SAMEA4948535	PASS	Neisseria meningitidis		
SAMEA2570308	PASS	Neisseria meningitidis		
SAMEA110070729	PASS	Neisseria meningitidis		
SAMEA1530210	SYLPH_RESULTS_FAIL	unknown	United Kingdom	2011
SAMEA3503590	PASS	Neisseria meningitidis		
SAMEA4948405	PASS	Neisseria meningitidis		
SAMN14469574	PASS	Neisseria meningitidis	USA	2016
SAMEA110070740	PASS	Neisseria meningitidis		
SAMEA1522846	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2820769	PASS	Neisseria meningitidis		
SAMEA3432400	PASS	Neisseria meningitidis		
SAMEA4719430	PASS	Neisseria meningitidis		
SAMEA4948091	PASS	Neisseria meningitidis		
SAMEA7741128	PASS	Neisseria meningitidis		
SAMEA8114244	PASS	Neisseria meningitidis		
SAMEA115182404	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA3503239	PASS	Neisseria meningitidis		
SAMEA4948701	PASS	Neisseria meningitidis		
SAMEA4948875	PASS	Neisseria meningitidis		
SAMEA7741090	PASS	Neisseria meningitidis		
SAMN09011472	PASS	Neisseria meningitidis	USA	2011
SAMN32815374	PASS	Neisseria meningitidis	USA	2015
SAMN42000691	PASS	Neisseria meningitidis	Belgium	2016-12-06
SAMEA1523079	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA1677465	PASS	Neisseria meningitidis		
SAMEA2271477	PASS	Neisseria meningitidis		
SAMEA2674471	PASS	Neisseria meningitidis		
SAMEA4948375	PASS	Neisseria meningitidis		
SAMEA4948772	PASS	Neisseria meningitidis		
SAMN14469343	PASS	Neisseria meningitidis	USA	2016
SAMEA2820783	PASS	Neisseria meningitidis		
SAMN44030934	PASS	Neisseria meningitidis	New Zealand	2002
SAMEA111509835	PASS	Neisseria meningitidis		
SAMEA115029738	PASS	Neisseria meningitidis	Ireland	2023
SAMEA2673829	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA2673841	PASS	Neisseria meningitidis		
SAMEA2674202	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA8114161	PASS	Neisseria meningitidis		
SAMEA3432214	PASS	Neisseria meningitidis		
SAMEA4948416	PASS	Neisseria meningitidis		
SAMEA7838333	PASS	Neisseria meningitidis		
SAMN29757003	PASS	Neisseria meningitidis	USA	2015
SAMEA29845918	PASS	Neisseria meningitidis		
SAMEA4948552	PASS	Neisseria meningitidis		
SAMEA7838259	PASS	Neisseria meningitidis		
SAMN29407013	PASS	Neisseria meningitidis	USA	2001
SAMN44030950	PASS	Neisseria meningitidis	New Zealand	2005
SAMEA104283784	PASS	Neisseria meningitidis		
SAMEA110187298	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA1904537	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA4495580	PASS	Neisseria meningitidis		
SAMEA8497747	PASS	Neisseria meningitidis		
SAMN47117359	SYLPH_RESULTS_FAIL	unknown	New Zealand	2024
SAMEA115428262	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA4948868	PASS	Neisseria meningitidis		
SAMEA7838583	PASS	Neisseria meningitidis		
SAMEA104482894	PASS	Neisseria meningitidis		
SAMEA111347530	PASS	Neisseria meningitidis	Norway	2018-05-10
SAMEA7838609	PASS	Neisseria meningitidis		
SAMEA7838771	PASS	Neisseria meningitidis		
SAMEA8497669	PASS	Neisseria meningitidis		
SAMEA2673796	PASS	Neisseria meningitidis		
SAMEA2674203	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA2820816	PASS	Neisseria meningitidis		
